OTU ID,37,38,39,40,41,42,43,44,45,46,47,48,91,92,93,94,95,96,97,98,99,100,101,102,taxonomy
ASV94,58,58,63,61,38,64,92,48,50,54,66,56,31,72,55,46,47,45,36,52,42,47,43,62,d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales; f__Sphaerobacteraceae; g__Sphaerobacter; s__uncultured Sphaerobacter sp.
ASV95,59,101,0,67,0,72,120,89,65,69,86,72,0,20,44,51,35,53,38,49,40,52,38,34,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__uncultured Rhodoplanes sp.
ASV96,39,0,82,0,59,0,53,0,160,44,152,0,9,71,190,0,58,49,114,78,0,17,0,20,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Tumebacillus; s__uncultured Tumebacillus sp.
ASV97,89,73,0,86,94,68,0,58,67,64,36,51,44,69,26,67,97,50,35,73,0,15,77,36,d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Enterorhabdus; s__uncultured Enterorhabdus sp.
ASV98,0,38,0,0,0,0,0,212,0,0,0,0,112,101,38,144,67,119,105,59,46,40,175,62,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured Bacillus sp.
ASV99,54,21,37,0,35,127,0,0,52,81,68,104,54,53,43,33,33,43,37,5,25,33,232,77,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Mizugakiibacter; s__Mizugakiibacter sediminis
ASV100,47,25,0,0,37,0,91,66,40,33,39,0,78,90,32,63,32,140,88,63,71,0,129,88,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Desulfuromonadaceae; g__Pelobacter; s__uncultured Pelobacter sp.
ASV101,115,46,0,75,68,39,27,83,58,0,69,49,69,106,65,0,33,72,84,82,44,0,0,30,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__uncultured Prosthecobacter sp.
ASV102,51,0,37,41,47,67,117,63,59,47,71,0,43,51,64,53,47,76,0,65,52,65,80,57,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__Conexibacter; s__uncultured Conexibacter sp.
ASV103,0,0,0,0,0,0,0,0,0,171,0,29,86,115,72,95,83,114,100,25,78,49,75,79,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured Gemmatimonas sp.
ASV104,0,0,85,0,50,0,51,82,66,40,107,0,39,27,0,49,33,85,27,43,73,98,297,56,d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__Janthinobacterium sp. S139
