OTU ID,37,38,39,40,41,42,43,44,45,46,47,48,91,92,93,94,95,96,97,98,99,100,101,102,taxonomy
ASV1592,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__uncultured Geobacter sp.
ASV1593,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,9,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Bellilinea; s__uncultured Bellilinea sp.
ASV1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,29,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Sinosporangium; s__uncultured Sinosporangium sp.
ASV1595,0,0,0,0,0,0,0,0,0,8,0,5,0,0,3,7,3,0,7,0,5,4,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__uncultured Geobacter sp.
ASV1596,0,0,0,5,0,0,0,0,0,0,4,0,16,0,2,0,0,5,5,4,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconacetobacter; s__uncultured Gluconacetobacter sp.
ASV1597,7,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,22,d__Bacteria; p__Proteobacteria; c__Oligoflexia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured Bdellovibrio sp.
ASV1598,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,19,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__Candidatus Solibacter usitatus
ASV1599,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,6,0,0,0,0,0,0,12,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulforegula; s__uncultured Desulforegula sp.
ASV1600,0,0,0,0,0,0,0,0,0,6,0,0,0,18,3,0,0,0,0,0,4,0,0,7,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__uncultured Lactobacillus sp.
ASV1601,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Gemmataceae; g__Zavarzinella; s__uncultured Zavarzinella sp.
ASV1602,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__uncultured Paraprevotella sp.
ASV1603,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Gemmataceae; g__Gemmata; s__uncultured Gemmata sp.
ASV1604,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured Bacillus sp.
ASV1605,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17,0,0,0,0,0,0,18,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Levilinea; s__uncultured Levilinea sp.
ASV1606,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Brevibacillus; s__Brevibacillus sp. CHY01
ASV1607,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,8,22,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidisoma; s__uncultured Acidisoma sp.
ASV1608,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Amycolatopsis; s__Amycolatopsis speibonae
ASV1609,0,0,0,0,0,0,0,35,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Castellaniella; s__Castellaniella sp.
ASV1610,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,8,10,6,7,7,0,0,0,2,d__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae; g__Elusimicrobium; s__uncultured Elusimicrobium sp.
ASV1611,0,0,0,28,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__uncultured Lactobacillus sp.
ASV1612,22,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea; s__uncultured Anaerolinea sp.
ASV1613,0,0,25,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales; f__Sphaerobacteraceae; g__Sphaerobacter; s__uncultured Sphaerobacter sp.
ASV1614,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Stella; s__uncultured Stella sp.
ASV1615,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,4,0,0,0,0,0,0,5,d__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacterales Family III. Incertae Sedis; g__Caldanaerovirga; s__uncultured Caldanaerovirga sp.
ASV1616,0,6,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,7,0,0,0,d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales; f__Sphaerobacteraceae; g__Sphaerobacter; s__uncultured Sphaerobacter sp.
ASV1617,0,0,0,0,0,0,0,25,0,0,4,0,7,0,2,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__norank; f__norank; g__Dehalogenimonas; s__uncultured Dehalogenimonas sp.
ASV1618,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__Conexibacter; s__uncultured Conexibacter sp.
ASV1619,0,0,0,0,0,0,0,0,0,9,0,6,0,8,7,8,4,0,0,2,1,0,4,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__uncultured Arthrobacter sp.
ASV1620,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Ilumatobacter; s__uncultured Ilumatobacter sp.
ASV1621,0,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__uncultured Adhaeribacter sp.
ASV1622,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__Sorangium; s__uncultured Sorangium sp.
ASV1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Desulfuromonadaceae; g__Pelobacter; s__uncultured Pelobacter sp.
ASV1624,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,3,0,0,0,4,4,0,0,d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas; s__uncultured Terrimonas sp.
ASV1625,0,0,0,24,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales; f__Sphaerobacteraceae; g__Sphaerobacter; s__uncultured Sphaerobacter sp.
ASV1626,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,23,9,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__uncultured Lactobacillus sp.
ASV1627,0,0,0,0,0,0,19,0,0,0,0,0,4,0,10,0,0,9,0,0,0,0,11,0,d__Bacteria; p__Chloroflexi; c__Caldilineae; o__Caldilineales; f__Caldilineaceae; g__Caldilinea; s__uncultured Caldilinea sp.
ASV1628,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified
ASV1629,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__uncultured Solirubrobacter sp.
ASV1630,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,10,0,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Gemmataceae; g__Zavarzinella; s__uncultured Zavarzinella sp.
ASV1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,0,0,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Phycisphaera; s__uncultured Phycisphaera sp.
ASV1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,6,0,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Holophaga; s__uncultured Holophaga sp.
ASV1633,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__Byssovorax; s__uncultured Byssovorax sp.
ASV1634,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__uncultured Solirubrobacter sp.
ASV1635,0,0,0,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Flavipsychrobacter; s__Flavipsychrobacter stenotrophus
ASV1636,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,5,0,8,2,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Stella; s__uncultured Stella sp.
ASV1637,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,d__Bacteria; p__Proteobacteria; c__Oligoflexia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio bacteriovorus
ASV1638,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Lapillicoccus; s__Lapillicoccus jejuensis
ASV1639,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Cystobacter; s__uncultured Cystobacter sp.
ASV1640,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces; s__uncultured Agromyces sp.
ASV1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__uncultured Chitinophaga sp.
ASV1642,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Isosphaeraceae; g__Singulisphaera; s__uncultured Singulisphaera sp.
ASV1643,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,11,0,0,13,0,0,10,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured Gemmatimonas sp.
ASV1644,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__Conexibacter; s__uncultured Conexibacter sp.
ASV1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__uncultured Sphingomonas sp.
ASV1646,0,0,0,0,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,14,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Desulfoglaeba; s__uncultured Desulfoglaeba sp.
ASV1647,0,0,0,5,15,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__uncultured Sphingomonas sp.
ASV1648,7,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__uncultured Desulfovibrio sp.
ASV1649,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Phaselicystidaceae; g__Phaselicystis; s__uncultured Phaselicystis sp.
ASV1650,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Thermosporotrichaceae; g__Thermosporothrix; s__uncultured Thermosporothrix sp.
ASV1651,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Holophaga; s__uncultured Holophaga sp.
ASV1652,0,0,11,0,0,0,3,0,8,0,0,0,3,5,0,0,0,0,7,0,0,6,0,2,d__Bacteria; p__Chloroflexi; c__Caldilineae; o__Caldilineales; f__Caldilineaceae; g__Caldilinea; s__uncultured Caldilinea sp.
ASV1653,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__Adhaeribacter sp. KS35
ASV1654,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,8,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Gemmataceae; g__Gemmata; s__uncultured Gemmata sp.
ASV1655,0,0,0,0,0,0,0,0,17,0,0,0,0,10,7,0,0,0,3,0,4,0,0,0,d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Eggerthella; s__uncultured Eggerthella sp.
ASV1656,24,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Verrucomicrobium; s__uncultured Verrucomicrobium sp.
ASV1657,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__uncultured Rubrobacter sp.
ASV1658,0,0,0,23,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured Bacillus sp.
ASV1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Starkeya; s__Starkeya novella
ASV1660,0,0,0,0,0,0,0,42,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Gemmataceae; g__Gemmata; s__uncultured Gemmata sp.
ASV1661,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Bellilinea; s__uncultured Bellilinea sp.
ASV1662,0,0,0,0,0,0,41,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus daejeonensis
ASV1663,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__uncultured Prosthecobacter sp.
ASV1664,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Thermosporotrichaceae; g__Thermosporothrix; s__uncultured Thermosporothrix sp.
ASV1665,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Kroppenstedtia; s__Kroppenstedtia eburnea
ASV1666,0,0,0,0,0,0,24,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__norank; f__norank; g__Dehalogenimonas; s__uncultured Dehalogenimonas sp.
ASV1667,0,0,0,0,0,0,0,0,10,5,5,0,0,0,2,0,5,0,1,0,0,0,0,8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Halochromatium; s__uncultured Halochromatium sp.
ASV1668,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,11,0,29,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__Ktedonobacter; s__uncultured Ktedonobacter sp.
ASV1669,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Kribbella; s__Kribbella sp.
ASV1670,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae; g__Iamia; s__uncultured Iamia sp.
ASV1671,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Phaselicystidaceae; g__Phaselicystis; s__uncultured Phaselicystis sp.
ASV1672,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__Bosea minatitlanensis
ASV1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,15,0,0,d__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__Gaiella sp. EBR4-RS1
ASV1674,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Kofleriaceae; g__Haliangium; s__uncultured Haliangium sp.
ASV1675,0,0,0,0,2,0,0,0,1,0,0,0,3,2,4,0,15,5,0,5,0,0,0,0,d__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae; g__Elusimicrobium; s__uncultured Elusimicrobium sp.
ASV1676,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,0,d__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas; s__Chthonomonas calidirosea
ASV1677,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,10,0,0,0,0,9,5,d__Bacteria; p__Proteobacteria; c__Oligoflexia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio exovorus
ASV1678,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__uncultured Skermanella sp.
ASV1679,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__uncultured Acidobacterium sp.
ASV1680,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__uncultured Lactobacillus sp.
ASV1681,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__Simulacricoccus; s__Simulacricoccus ruber
ASV1682,0,0,0,0,0,0,16,0,0,0,0,0,0,10,17,0,0,0,1,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Afipia; s__uncultured Afipia sp.
ASV1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,23,2,4,5,0,0,0,d__Bacteria; p__Cyanobacteria; c__norank; o__Synechococcales; f__Leptolyngbyaceae; g__Leptolyngbya; s__Leptolyngbya 'Albertano-Kovacik green'
ASV1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,7,0,0,0,2,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Ornatilinea; s__uncultured Ornatilinea sp.
ASV1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,17,0,0,0,d__Bacteria; p__Cyanobacteria; c__norank; o__Oscillatoriales; f__Microcoleaceae; g__Trichodesmium; s__uncultured Trichodesmium sp.
ASV1686,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Gemmataceae; g__Zavarzinella; s__uncultured Zavarzinella sp.
ASV1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,13,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__uncultured Rhodoplanes sp.
ASV1688,0,0,0,0,8,0,0,0,0,0,0,0,0,20,4,12,0,0,0,0,2,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__uncultured Bradyrhizobium sp.
ASV1689,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Ilumatobacter; s__uncultured Ilumatobacter sp.
ASV1690,0,37,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Brevibacillus; s__Brevibacillus sp.
ASV1691,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Microbispora; s__uncultured Microbispora sp.
ASV1692,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae; g__Alkalilimnicola; s__uncultured Alkalilimnicola sp.
ASV1693,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga intermedia
ASV1694,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lysinibacillus; s__uncultured Lysinibacillus sp.
ASV1695,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured Nitrospira sp.
ASV1696,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__uncultured Arthrobacter sp.
ASV1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Enterorhabdus; s__uncultured Enterorhabdus sp.
